Payment_ID,Policy_ID,Customer_ID,Payment_Date,Payment_Amount,Payment_Method,Payment_Status,Payment_Type
PAY003740,POL001157,C04553,2025-09-08,1791.67,Debit Card,Paid,Premium
PAY003741,POL001157,C04553,2025-11-07,1791.67,UPI,Paid,Premium
PAY003742,POL001158,C02756,2024-12-29,3200.0,Credit Card,Overdue,Initial Payment
PAY003743,POL001159,C04526,2025-08-05,16755.0,Net Banking,Paid,Initial Payment
PAY003744,POL001160,C04144,2025-08-31,36640.0,Credit Card,Paid,Initial Payment
PAY003745,POL001161,C04411,2025-05-12,5994.17,Auto-Debit,Paid,Initial Payment
PAY003746,POL001161,C04411,2025-07-11,5994.17,Net Banking,Paid,Premium
PAY003747,POL001161,C04411,2025-08-10,5994.17,Credit Card,Paid,Premium
PAY003748,POL001162,C03466,2025-01-30,7040.0,Cheque,Paid,Initial Payment
PAY003749,POL001163,C00220,2023-10-21,14660.0,Net Banking,Paid,Initial Payment
PAY003750,POL001164,C00853,2025-07-30,47710.0,Net Banking,Paid,Initial Payment
PAY003751,POL001164,C00853,2025-10-29,47710.0,UPI,Paid,Premium
PAY003752,POL001165,C00558,2024-12-14,37600.0,UPI,Paid,Initial Payment
PAY003753,POL001166,C03891,2023-12-30,1165.0,Cheque,Paid,Initial Payment
PAY003754,POL001166,C03891,2024-01-29,1165.0,Cheque,Paid,Premium
PAY003755,POL001166,C03891,2024-04-28,1165.0,Credit Card,Paid,Premium
PAY003756,POL001166,C03891,2024-06-27,1150.54,Credit Card,Pending,Premium
PAY003757,POL001166,C03891,2024-07-27,1165.0,Debit Card,Paid,Premium
PAY003758,POL001166,C03891,2024-09-25,1165.0,Debit Card,Paid,Premium
PAY003759,POL001166,C03891,2024-12-24,1165.0,Auto-Debit,Paid,Premium
PAY003760,POL001166,C03891,2025-01-23,1165.0,Credit Card,Paid,Premium
PAY003761,POL001166,C03891,2025-02-22,1165.0,Cheque,Paid,Premium
PAY003762,POL001166,C03891,2025-06-22,1165.0,Cheque,Paid,Premium
PAY003763,POL001166,C03891,2025-07-22,1165.0,Auto-Debit,Paid,Premium
PAY003764,POL001166,C03891,2025-10-20,1165.0,Debit Card,Paid,Premium
PAY003765,POL001166,C03891,2025-12-19,1165.0,UPI,Paid,Premium
PAY003766,POL001167,C03700,2025-04-19,3850.0,Cheque,Paid,Initial Payment
PAY003767,POL001167,C03700,2025-05-19,3850.0,Cheque,Overdue,Premium
PAY003768,POL001168,C03819,2023-01-08,76260.0,Net Banking,Paid,Initial Payment
PAY003769,POL001168,C03819,2024-01-08,76260.0,Debit Card,Paid,Renewal
PAY003770,POL001169,C04845,2025-01-21,33280.0,Debit Card,Paid,Initial Payment
PAY003771,POL001170,C01298,2024-07-23,35180.0,Net Banking,Paid,Initial Payment
PAY003772,POL001170,C01298,2025-07-23,35180.0,Net Banking,Paid,Renewal
PAY003773,POL001171,C03677,2024-07-25,53350.0,Auto-Debit,Paid,Initial Payment
PAY003774,POL001172,C02139,2025-09-22,634.17,UPI,Paid,Initial Payment
PAY003775,POL001172,C02139,2025-10-22,634.17,UPI,Paid,Premium
PAY003776,POL001173,C02382,2023-04-06,58200.0,Net Banking,Paid,Initial Payment
PAY003777,POL001174,C04396,2024-08-17,61600.0,Auto-Debit,Paid,Initial Payment
PAY003778,POL001174,C04396,2025-08-17,61600.0,Auto-Debit,Paid,Renewal
PAY003779,POL001175,C00226,2023-07-15,39600.0,Auto-Debit,Paid,Initial Payment
PAY003780,POL001176,C00340,2025-03-14,67900.0,UPI,Paid,Initial Payment
PAY003781,POL001177,C04991,2023-01-21,2208.53,Credit Card,Failed,Initial Payment
PAY003782,POL001178,C00888,2025-05-15,2376.67,Net Banking,Paid,Initial Payment
PAY003783,POL001179,C03257,2024-02-14,1015.0,Auto-Debit,Paid,Initial Payment
PAY003784,POL001179,C03257,2024-04-14,1015.0,Auto-Debit,Paid,Premium
PAY003785,POL001179,C03257,2024-05-14,1015.0,Credit Card,Paid,Premium
PAY003786,POL001179,C03257,2024-07-13,1015.0,Net Banking,Paid,Premium
PAY003787,POL001179,C03257,2024-08-12,1015.0,Debit Card,Paid,Premium
PAY003788,POL001179,C03257,2024-09-11,1015.0,UPI,Paid,Premium
PAY003789,POL001179,C03257,2024-10-11,1015.0,Credit Card,Paid,Premium
PAY003790,POL001179,C03257,2024-11-10,1015.0,Debit Card,Paid,Premium
PAY003791,POL001179,C03257,2024-12-10,1015.0,Credit Card,Paid,Premium
PAY003792,POL001179,C03257,2025-04-09,1015.0,Net Banking,Paid,Premium
PAY003793,POL001179,C03257,2025-05-09,1015.0,Net Banking,Paid,Premium
PAY003794,POL001179,C03257,2025-07-08,1015.0,Auto-Debit,Paid,Premium
PAY003795,POL001179,C03257,2025-12-05,1015.0,UPI,Paid,Premium
PAY003796,POL001180,C02826,2023-01-24,3566.67,UPI,Paid,Initial Payment
PAY003797,POL001180,C02826,2023-03-25,3566.67,Cheque,Paid,Premium
PAY003798,POL001180,C02826,2023-08-22,3566.67,Net Banking,Paid,Premium
PAY003799,POL001180,C02826,2023-09-21,3566.67,UPI,Paid,Premium
PAY003800,POL001180,C02826,2023-10-21,3566.67,Debit Card,Paid,Premium
PAY003801,POL001180,C02826,2023-12-20,3566.67,Net Banking,Paid,Premium
PAY003802,POL001180,C02826,2024-02-18,3566.67,Net Banking,Paid,Premium
PAY003803,POL001180,C02826,2024-03-19,3566.67,Cheque,Paid,Premium
PAY003804,POL001180,C02826,2024-04-18,3566.67,Credit Card,Paid,Premium
PAY003805,POL001180,C02826,2024-05-18,3566.67,Debit Card,Paid,Premium
PAY003806,POL001180,C02826,2024-06-17,3566.67,Cheque,Paid,Premium
PAY003807,POL001180,C02826,2024-07-17,3566.67,Debit Card,Paid,Premium
PAY003808,POL001180,C02826,2024-09-15,3566.67,Debit Card,Paid,Premium
PAY003809,POL001180,C02826,2024-10-15,3566.67,Auto-Debit,Paid,Premium
PAY003810,POL001180,C02826,2024-11-14,3524.0,Cheque,Pending,Premium
PAY003811,POL001180,C02826,2024-12-14,3566.67,UPI,Paid,Premium
PAY003812,POL001180,C02826,2025-02-12,3566.67,Cheque,Paid,Premium
PAY003813,POL001180,C02826,2025-04-13,3566.67,Debit Card,Paid,Premium
PAY003814,POL001180,C02826,2025-05-13,3566.67,Debit Card,Paid,Premium
PAY003815,POL001180,C02826,2025-06-12,3566.67,UPI,Paid,Premium
PAY003816,POL001180,C02826,2025-07-12,3566.67,UPI,Paid,Premium
PAY003817,POL001180,C02826,2025-08-11,3557.16,Credit Card,Failed,Premium
PAY003818,POL001180,C02826,2025-09-10,3566.67,Debit Card,Paid,Premium
PAY003819,POL001180,C02826,2025-10-10,3566.67,UPI,Paid,Premium
PAY003820,POL001181,C02380,2023-08-15,4790.0,Debit Card,Paid,Initial Payment
PAY003821,POL001181,C02380,2024-08-14,4790.0,Auto-Debit,Paid,Renewal
PAY003822,POL001182,C00062,2023-07-27,8760.0,Cheque,Paid,Initial Payment
PAY003823,POL001183,C04519,2023-01-26,3090.0,Debit Card,Paid,Initial Payment
PAY003824,POL001183,C04519,2023-04-27,3090.0,UPI,Paid,Premium
PAY003825,POL001183,C04519,2023-07-27,3090.0,Net Banking,Paid,Premium
PAY003826,POL001183,C04519,2024-01-25,3090.0,Auto-Debit,Paid,Premium
PAY003827,POL001183,C04519,2024-07-25,3090.0,Cheque,Paid,Premium
PAY003828,POL001183,C04519,2024-10-24,3090.0,Auto-Debit,Paid,Premium
PAY003829,POL001183,C04519,2025-01-23,3090.0,Net Banking,Paid,Premium
PAY003830,POL001184,C03356,2024-02-16,8200.0,Cheque,Paid,Initial Payment
PAY003831,POL001185,C02388,2023-05-11,3352.5,Debit Card,Paid,Initial Payment
PAY003832,POL001185,C02388,2024-05-09,3352.5,Cheque,Paid,Premium
PAY003833,POL001186,C03282,2024-02-28,1966.67,Debit Card,Paid,Initial Payment
PAY003834,POL001186,C03282,2024-03-29,1966.67,Debit Card,Paid,Premium
PAY003835,POL001186,C03282,2024-07-27,1966.67,Auto-Debit,Paid,Premium
PAY003836,POL001186,C03282,2024-08-26,1966.67,Debit Card,Paid,Premium
PAY003837,POL001186,C03282,2024-09-25,1966.67,Cheque,Paid,Premium
PAY003838,POL001186,C03282,2025-01-23,1966.67,Cheque,Paid,Premium
PAY003839,POL001186,C03282,2025-03-24,1966.67,Credit Card,Paid,Premium
PAY003840,POL001186,C03282,2025-04-23,1966.67,Net Banking,Paid,Premium
PAY003841,POL001186,C03282,2025-06-22,1966.67,Auto-Debit,Paid,Premium
PAY003842,POL001186,C03282,2025-07-22,1966.67,Debit Card,Paid,Premium
PAY003843,POL001186,C03282,2025-10-20,1966.67,Auto-Debit,Paid,Premium
PAY003844,POL001187,C02788,2025-07-13,2650.0,Cheque,Paid,Initial Payment
PAY003845,POL001187,C02788,2025-08-12,2650.0,UPI,Paid,Premium
PAY003846,POL001187,C02788,2025-11-10,2650.0,UPI,Paid,Premium
PAY003847,POL001188,C01644,2024-01-30,54820.0,UPI,Paid,Initial Payment
PAY003848,POL001189,C00230,2024-01-18,28270.0,Debit Card,Paid,Initial Payment
PAY003849,POL001189,C00230,2025-01-17,28270.0,Auto-Debit,Paid,Renewal
PAY003850,POL001190,C00927,2025-01-13,13880.0,Credit Card,Paid,Initial Payment
PAY003851,POL001191,C02063,2024-11-13,5005.0,Auto-Debit,Paid,Initial Payment
PAY003852,POL001191,C02063,2025-02-11,5005.0,Auto-Debit,Paid,Premium
PAY003853,POL001191,C02063,2025-10-09,5005.0,Debit Card,Paid,Premium
PAY003854,POL001191,C02063,2025-12-08,5005.0,Credit Card,Paid,Premium
PAY003855,POL001192,C01604,2023-05-28,49600.0,Net Banking,Paid,Initial Payment
PAY003856,POL001192,C01604,2025-05-27,49600.0,Credit Card,Paid,Renewal
PAY003857,POL001193,C03828,2025-05-30,15020.0,Net Banking,Paid,Initial Payment
PAY003858,POL001194,C02597,2025-08-30,58650.92,Auto-Debit,Pending,Initial Payment
PAY003859,POL001195,C04360,2024-04-25,49590.0,Credit Card,Paid,Initial Payment
PAY003860,POL001196,C01545,2023-01-21,11487.5,Debit Card,Paid,Initial Payment
PAY003861,POL001196,C01545,2023-04-22,11487.5,Auto-Debit,Paid,Premium
PAY003862,POL001196,C01545,2023-10-21,11327.72,Net Banking,Failed,Premium
PAY003863,POL001196,C01545,2024-01-20,11358.34,Net Banking,Pending,Premium
PAY003864,POL001196,C01545,2024-04-20,11487.5,Cheque,Paid,Premium
PAY003865,POL001196,C01545,2024-10-19,11487.5,Cheque,Paid,Premium
PAY003866,POL001196,C01545,2025-01-18,11487.5,Debit Card,Paid,Premium
PAY003867,POL001196,C01545,2025-04-19,11487.5,Cheque,Paid,Premium
PAY003868,POL001196,C01545,2025-10-18,11487.5,Debit Card,Paid,Premium
PAY003869,POL001197,C02336,2025-08-21,12340.0,Cheque,Paid,Initial Payment
PAY003870,POL001198,C04303,2024-12-13,48830.0,Net Banking,Paid,Initial Payment
PAY003871,POL001199,C04233,2023-10-14,833.33,Cheque,Paid,Initial Payment
PAY003872,POL001199,C04233,2023-12-13,833.33,UPI,Paid,Premium
PAY003873,POL001199,C04233,2024-04-11,833.33,UPI,Paid,Premium
PAY003874,POL001199,C04233,2024-05-11,833.33,Debit Card,Paid,Premium
PAY003875,POL001199,C04233,2024-06-10,833.33,Credit Card,Paid,Premium
PAY003876,POL001199,C04233,2024-08-09,833.33,Auto-Debit,Paid,Premium
PAY003877,POL001199,C04233,2024-09-08,823.59,Cheque,Failed,Premium
PAY003878,POL001199,C04233,2024-10-08,833.33,UPI,Paid,Premium
PAY003879,POL001200,C01769,2023-06-04,15350.0,Cheque,Overdue,Initial Payment
PAY003880,POL001201,C03523,2023-03-01,3790.0,Net Banking,Overdue,Initial Payment
PAY003881,POL001202,C03517,2024-04-28,3040.83,Credit Card,Paid,Initial Payment
PAY003882,POL001202,C03517,2024-05-28,3040.83,Cheque,Paid,Premium
PAY003883,POL001202,C03517,2024-06-27,3040.83,Auto-Debit,Paid,Premium
PAY003884,POL001202,C03517,2024-07-27,3040.83,Cheque,Paid,Premium
PAY003885,POL001202,C03517,2024-09-25,3040.83,Credit Card,Paid,Premium
PAY003886,POL001202,C03517,2024-12-24,3040.83,Cheque,Paid,Premium
PAY003887,POL001202,C03517,2025-03-24,3040.83,UPI,Paid,Premium
PAY003888,POL001202,C03517,2025-09-20,3040.83,UPI,Paid,Premium
PAY003889,POL001202,C03517,2025-10-20,3040.83,Debit Card,Paid,Premium
PAY003890,POL001202,C03517,2025-12-19,3040.83,Credit Card,Paid,Premium
PAY003891,POL001203,C01692,2023-08-21,768.33,Net Banking,Paid,Initial Payment
PAY003892,POL001203,C01692,2023-12-19,768.33,Cheque,Paid,Premium
PAY003893,POL001203,C01692,2024-01-18,768.33,Debit Card,Paid,Premium
PAY003894,POL001203,C01692,2024-02-17,768.33,UPI,Paid,Premium
PAY003895,POL001203,C01692,2024-03-18,768.33,UPI,Paid,Premium
PAY003896,POL001203,C01692,2024-04-17,768.33,UPI,Paid,Premium
PAY003897,POL001203,C01692,2024-05-17,768.33,Net Banking,Paid,Premium
PAY003898,POL001203,C01692,2024-06-16,768.33,Debit Card,Paid,Premium
PAY003899,POL001203,C01692,2024-07-16,768.33,Debit Card,Paid,Premium
PAY003900,POL001203,C01692,2024-08-15,768.33,Debit Card,Paid,Premium
PAY003901,POL001203,C01692,2024-09-14,768.33,Debit Card,Paid,Premium
PAY003902,POL001203,C01692,2024-12-13,768.33,Auto-Debit,Paid,Premium
PAY003903,POL001203,C01692,2025-04-12,768.33,Credit Card,Paid,Premium
PAY003904,POL001203,C01692,2025-05-12,766.62,Auto-Debit,Failed,Premium
PAY003905,POL001203,C01692,2025-07-11,768.33,Debit Card,Paid,Premium
PAY003906,POL001203,C01692,2025-09-09,768.33,UPI,Paid,Premium
PAY003907,POL001203,C01692,2025-10-09,768.33,Debit Card,Paid,Premium
PAY003908,POL001203,C01692,2025-12-08,768.33,Net Banking,Paid,Premium
PAY003909,POL001204,C02740,2024-03-01,21080.0,Auto-Debit,Paid,Initial Payment
PAY003910,POL001205,C02146,2024-06-29,780.83,Net Banking,Paid,Initial Payment
PAY003911,POL001205,C02146,2024-08-28,775.44,Auto-Debit,Failed,Premium
PAY003912,POL001205,C02146,2024-09-27,780.83,Net Banking,Paid,Premium
PAY003913,POL001205,C02146,2024-10-27,780.83,Cheque,Paid,Premium
PAY003914,POL001205,C02146,2024-11-26,772.49,UPI,Failed,Premium
PAY003915,POL001205,C02146,2025-02-24,780.83,Debit Card,Paid,Premium
PAY003916,POL001206,C00576,2024-04-08,57570.0,Debit Card,Paid,Initial Payment
PAY003917,POL001207,C03633,2025-05-20,3212.5,Auto-Debit,Paid,Initial Payment
PAY003918,POL001207,C03633,2025-06-19,3212.5,UPI,Paid,Premium
PAY003919,POL001207,C03633,2025-07-19,3212.5,Auto-Debit,Paid,Premium
PAY003920,POL001207,C03633,2025-09-17,3212.5,Net Banking,Paid,Premium
PAY003921,POL001207,C03633,2025-10-17,3212.5,Cheque,Paid,Premium
PAY003922,POL001207,C03633,2025-11-16,3212.5,UPI,Paid,Premium
PAY003923,POL001208,C00273,2023-02-24,6425.0,Credit Card,Paid,Initial Payment
PAY003924,POL001208,C00273,2023-03-26,6425.0,Auto-Debit,Paid,Premium
PAY003925,POL001208,C00273,2023-05-25,6425.0,Net Banking,Paid,Premium
PAY003926,POL001208,C00273,2023-06-24,6425.0,Cheque,Paid,Premium
PAY003927,POL001208,C00273,2023-07-24,6425.0,Debit Card,Paid,Premium
PAY003928,POL001208,C00273,2023-10-22,6425.0,Auto-Debit,Paid,Premium
PAY003929,POL001208,C00273,2023-11-21,6425.0,Debit Card,Paid,Premium
PAY003930,POL001208,C00273,2024-02-19,6425.0,UPI,Paid,Premium
PAY003931,POL001209,C00304,2025-08-23,2410.0,UPI,Paid,Initial Payment
PAY003932,POL001210,C04049,2024-08-27,21590.0,Cheque,Overdue,Initial Payment
PAY003933,POL001211,C00483,2025-02-10,12257.5,Auto-Debit,Paid,Initial Payment
PAY003934,POL001211,C00483,2025-05-12,12150.78,Net Banking,Pending,Premium
PAY003935,POL001212,C04065,2025-02-13,10285.0,Cheque,Paid,Initial Payment
PAY003936,POL001213,C01202,2024-03-03,87350.0,Auto-Debit,Paid,Initial Payment
PAY003937,POL001214,C04926,2024-10-10,12000.0,Debit Card,Paid,Initial Payment
PAY003938,POL001215,C00575,2025-02-28,2964.98,Credit Card,Pending,Initial Payment
PAY003939,POL001215,C00575,2025-08-29,2970.0,Net Banking,Paid,Premium
PAY003940,POL001216,C02718,2023-04-08,447.5,Auto-Debit,Paid,Initial Payment
PAY003941,POL001216,C02718,2023-08-06,447.5,Auto-Debit,Paid,Premium
PAY003942,POL001216,C02718,2023-09-05,447.5,Credit Card,Paid,Premium
PAY003943,POL001216,C02718,2023-10-05,447.5,UPI,Paid,Premium
PAY003944,POL001216,C02718,2023-11-04,447.5,Cheque,Paid,Premium
PAY003945,POL001216,C02718,2024-02-02,447.5,Auto-Debit,Paid,Premium
PAY003946,POL001216,C02718,2024-07-01,447.5,Auto-Debit,Paid,Premium
PAY003947,POL001216,C02718,2024-07-31,447.5,Credit Card,Paid,Premium
PAY003948,POL001216,C02718,2025-01-27,447.5,Net Banking,Paid,Premium
PAY003949,POL001216,C02718,2025-03-28,447.5,Debit Card,Paid,Premium
PAY003950,POL001216,C02718,2025-04-27,447.5,Debit Card,Paid,Premium
PAY003951,POL001216,C02718,2025-07-26,447.5,Debit Card,Paid,Premium
PAY003952,POL001216,C02718,2025-10-24,447.5,Credit Card,Paid,Premium
PAY003953,POL001216,C02718,2025-11-23,447.5,UPI,Paid,Premium
PAY003954,POL001216,C02718,2025-12-23,447.5,Debit Card,Paid,Premium
PAY003955,POL001217,C01042,2024-02-10,56400.0,Auto-Debit,Overdue,Initial Payment
PAY003956,POL001218,C00723,2025-01-21,89420.0,Auto-Debit,Paid,Initial Payment
PAY003957,POL001219,C02340,2025-03-13,811.67,Credit Card,Paid,Initial Payment
PAY003958,POL001219,C02340,2025-04-12,811.67,Auto-Debit,Paid,Premium
PAY003959,POL001219,C02340,2025-05-12,811.67,Credit Card,Paid,Premium
PAY003960,POL001219,C02340,2025-07-11,811.67,Net Banking,Paid,Premium
PAY003961,POL001219,C02340,2025-12-08,811.67,Credit Card,Paid,Premium
PAY003962,POL001220,C04521,2025-09-01,5255.83,Debit Card,Paid,Initial Payment
PAY003963,POL001220,C04521,2025-10-31,5255.83,Debit Card,Paid,Premium
PAY003964,POL001220,C04521,2025-11-30,5255.83,UPI,Paid,Premium
PAY003965,POL001221,C04088,2023-12-04,129490.0,UPI,Paid,Initial Payment
PAY003966,POL001222,C01433,2024-04-14,38270.0,UPI,Paid,Initial Payment
PAY003967,POL001223,C03884,2025-01-29,5300.0,Net Banking,Paid,Initial Payment
PAY003968,POL001223,C03884,2025-04-29,5300.0,Auto-Debit,Paid,Premium
PAY003969,POL001223,C03884,2025-05-29,5300.0,Cheque,Paid,Premium
PAY003970,POL001223,C03884,2025-07-28,5300.0,UPI,Paid,Premium
PAY003971,POL001223,C03884,2025-10-26,5300.0,Cheque,Paid,Premium
PAY003972,POL001223,C03884,2025-11-25,5300.0,Net Banking,Paid,Premium
PAY003973,POL001223,C03884,2025-12-25,5300.0,Debit Card,Paid,Premium
PAY003974,POL001224,C04532,2025-08-11,14530.0,UPI,Paid,Initial Payment
PAY003975,POL001225,C03293,2024-07-02,19070.0,Debit Card,Paid,Initial Payment
PAY003976,POL001225,C03293,2025-07-02,19070.0,Net Banking,Paid,Renewal
PAY003977,POL001226,C01097,2023-03-30,16380.0,Auto-Debit,Paid,Initial Payment
PAY003978,POL001227,C02613,2024-11-03,5650.0,Debit Card,Paid,Initial Payment
PAY003979,POL001228,C00928,2023-08-14,913.33,UPI,Paid,Initial Payment
PAY003980,POL001228,C00928,2023-11-12,913.33,Net Banking,Paid,Premium
PAY003981,POL001228,C00928,2023-12-12,913.33,Auto-Debit,Paid,Premium
PAY003982,POL001228,C00928,2024-01-11,913.33,Net Banking,Paid,Premium
PAY003983,POL001228,C00928,2024-04-10,913.33,UPI,Paid,Premium
PAY003984,POL001228,C00928,2024-05-10,913.33,Auto-Debit,Paid,Premium
PAY003985,POL001228,C00928,2024-06-09,913.33,Net Banking,Paid,Premium
PAY003986,POL001228,C00928,2024-07-09,913.33,Debit Card,Paid,Premium
PAY003987,POL001228,C00928,2024-08-08,913.33,Cheque,Paid,Premium
PAY003988,POL001229,C04752,2025-02-21,6125.0,UPI,Paid,Initial Payment
PAY003989,POL001229,C04752,2025-03-23,6125.0,Net Banking,Paid,Premium
PAY003990,POL001229,C04752,2025-04-22,6010.28,UPI,Pending,Premium
PAY003991,POL001229,C04752,2025-06-21,6125.0,Auto-Debit,Paid,Premium
PAY003992,POL001229,C04752,2025-07-21,6125.0,UPI,Paid,Premium
PAY003993,POL001229,C04752,2025-08-20,6125.0,Debit Card,Paid,Premium
PAY003994,POL001229,C04752,2025-10-19,6125.0,Credit Card,Paid,Premium
PAY003995,POL001229,C04752,2025-11-18,6064.72,Debit Card,Failed,Premium
PAY003996,POL001230,C02148,2024-01-09,6771.67,Auto-Debit,Paid,Initial Payment
PAY003997,POL001230,C02148,2024-02-08,6674.26,Cheque,Failed,Premium
PAY003998,POL001230,C02148,2024-03-09,6771.67,Cheque,Paid,Premium
PAY003999,POL001230,C02148,2024-04-08,6771.67,Net Banking,Paid,Premium
PAY004000,POL001230,C02148,2024-06-07,6771.67,Auto-Debit,Paid,Premium
PAY004001,POL001230,C02148,2024-07-07,6771.67,Credit Card,Paid,Premium
PAY004002,POL001230,C02148,2024-08-06,6771.67,Debit Card,Paid,Premium
PAY004003,POL001230,C02148,2024-10-05,6771.67,Auto-Debit,Paid,Premium
PAY004004,POL001230,C02148,2024-11-04,6771.67,Debit Card,Paid,Premium
PAY004005,POL001230,C02148,2024-12-04,6771.67,Debit Card,Paid,Premium
PAY004006,POL001231,C01499,2024-12-17,6732.5,Credit Card,Paid,Initial Payment
PAY004007,POL001231,C01499,2025-01-16,6732.5,UPI,Paid,Premium
PAY004008,POL001231,C01499,2025-07-15,6732.5,UPI,Paid,Premium
PAY004009,POL001231,C01499,2025-09-13,6732.5,Credit Card,Paid,Premium
PAY004010,POL001231,C01499,2025-11-12,6732.5,UPI,Paid,Premium
PAY004011,POL001232,C03997,2024-12-26,56960.0,Credit Card,Paid,Initial Payment
PAY004012,POL001232,C03997,2025-12-26,56960.0,Cheque,Paid,Renewal
PAY004013,POL001233,C01708,2023-06-07,16860.0,Credit Card,Paid,Initial Payment
PAY004014,POL001233,C01708,2024-06-06,16860.0,UPI,Paid,Renewal
PAY004015,POL001234,C02264,2023-12-06,16630.0,Credit Card,Paid,Initial Payment
PAY004016,POL001235,C01593,2024-10-01,50800.0,Net Banking,Paid,Initial Payment
PAY004017,POL001236,C01665,2025-04-19,37810.0,Net Banking,Paid,Initial Payment
PAY004018,POL001237,C01509,2023-09-14,68100.0,UPI,Paid,Initial Payment
PAY004019,POL001237,C01509,2024-09-13,67811.87,Credit Card,Failed,Renewal
PAY004020,POL001237,C01509,2025-09-13,68100.0,Debit Card,Paid,Renewal
PAY004021,POL001238,C04725,2023-10-19,3378.33,UPI,Paid,Initial Payment
PAY004022,POL001238,C04725,2023-12-18,3378.33,UPI,Paid,Premium
PAY004023,POL001238,C04725,2024-01-17,3378.33,Auto-Debit,Paid,Premium
PAY004024,POL001238,C04725,2024-03-17,3378.33,Credit Card,Paid,Premium
PAY004025,POL001238,C04725,2024-04-16,3378.33,Debit Card,Paid,Premium
PAY004026,POL001238,C04725,2024-06-15,3378.33,UPI,Paid,Premium
PAY004027,POL001238,C04725,2024-08-14,3378.33,Net Banking,Paid,Premium
PAY004028,POL001239,C03152,2024-03-22,104100.0,Credit Card,Paid,Initial Payment
PAY004029,POL001239,C03152,2025-03-22,104100.0,Credit Card,Paid,Renewal
PAY004030,POL001240,C03400,2023-04-05,11886.7,UPI,Pending,Initial Payment
PAY004031,POL001240,C03400,2023-08-03,12038.33,UPI,Paid,Premium
PAY004032,POL001240,C03400,2023-09-02,12038.33,Auto-Debit,Paid,Premium
PAY004033,POL001240,C03400,2023-10-02,12038.33,Debit Card,Paid,Premium
PAY004034,POL001240,C03400,2023-12-01,12038.33,Credit Card,Paid,Premium
PAY004035,POL001240,C03400,2023-12-31,12038.33,Credit Card,Paid,Premium
PAY004036,POL001240,C03400,2024-02-29,12038.33,Debit Card,Paid,Premium
PAY004037,POL001240,C03400,2024-03-30,12038.33,UPI,Paid,Premium
PAY004038,POL001240,C03400,2024-04-29,12038.33,Debit Card,Paid,Premium
PAY004039,POL001240,C03400,2024-07-28,12038.33,Cheque,Paid,Premium
PAY004040,POL001240,C03400,2024-11-25,11993.02,Credit Card,Pending,Premium
PAY004041,POL001240,C03400,2024-12-25,12038.33,UPI,Paid,Premium
PAY004042,POL001240,C03400,2025-02-23,12038.33,Auto-Debit,Paid,Premium
PAY004043,POL001240,C03400,2025-03-25,11823.56,Cheque,Failed,Premium
PAY004044,POL001240,C03400,2025-06-23,12038.33,Auto-Debit,Paid,Premium
PAY004045,POL001240,C03400,2025-07-23,12038.33,UPI,Paid,Premium
PAY004046,POL001240,C03400,2025-11-20,11960.39,Cheque,Pending,Premium
PAY004047,POL001241,C01350,2024-05-17,49680.0,Net Banking,Paid,Initial Payment
PAY004048,POL001241,C01350,2025-05-17,49680.0,Debit Card,Paid,Renewal
PAY004049,POL001242,C04242,2024-03-22,15170.0,Auto-Debit,Overdue,Initial Payment
PAY004050,POL001243,C00307,2024-08-20,8810.0,Auto-Debit,Paid,Initial Payment
PAY004051,POL001244,C02027,2023-09-08,15020.0,UPI,Paid,Initial Payment
PAY004052,POL001244,C02027,2025-09-07,15020.0,Debit Card,Paid,Renewal
PAY004053,POL001245,C03635,2025-03-28,4037.5,Cheque,Paid,Initial Payment
PAY004054,POL001245,C03635,2025-08-25,4037.5,Debit Card,Paid,Premium
PAY004055,POL001245,C03635,2025-12-23,4037.5,Auto-Debit,Paid,Premium
PAY004056,POL001246,C03625,2024-07-12,9558.14,Auto-Debit,Pending,Initial Payment
PAY004057,POL001247,C01935,2025-05-24,2066.67,Credit Card,Paid,Initial Payment
PAY004058,POL001247,C01935,2025-06-23,2066.67,Debit Card,Paid,Premium
PAY004059,POL001247,C01935,2025-07-23,2066.67,Cheque,Paid,Premium
PAY004060,POL001247,C01935,2025-08-22,2066.67,Debit Card,Paid,Premium
PAY004061,POL001247,C01935,2025-09-21,2066.67,Net Banking,Paid,Premium
PAY004062,POL001248,C01490,2024-08-25,17590.0,Cheque,Paid,Initial Payment
PAY004063,POL001248,C01490,2025-08-25,17590.0,UPI,Paid,Renewal
PAY004064,POL001249,C00801,2023-07-18,5333.33,Net Banking,Paid,Initial Payment
PAY004065,POL001249,C00801,2023-08-17,5333.33,Debit Card,Paid,Premium
PAY004066,POL001249,C00801,2023-09-16,5333.33,Auto-Debit,Paid,Premium
PAY004067,POL001249,C00801,2023-12-15,5333.33,Credit Card,Paid,Premium
PAY004068,POL001249,C00801,2024-01-14,5333.33,Credit Card,Paid,Premium
PAY004069,POL001249,C00801,2024-02-13,5333.33,Cheque,Paid,Premium
PAY004070,POL001249,C00801,2024-05-13,5333.33,Credit Card,Paid,Premium
PAY004071,POL001249,C00801,2024-07-12,5333.33,Net Banking,Paid,Premium
PAY004072,POL001250,C02736,2024-05-31,116750.0,Cheque,Paid,Initial Payment
PAY004073,POL001251,C00974,2023-10-23,57960.0,Debit Card,Paid,Initial Payment
PAY004074,POL001251,C00974,2024-10-22,57960.0,Credit Card,Paid,Renewal
