Policy_ID,Customer_ID,Policy_Type,Policy_Start_Date,Policy_End_Date,Premium_Amount,Sum_Assured,Payment_Frequency,Policy_Status,Policy_Term_Years,Risk_Category,Agent_ID,Acquisition_Channel
POL001731,C02479,Motor,2024-07-10,2025-07-10,42830.0,1223700.0,Annually,Expired,1,Medium,A0022,Bancassurance
POL001732,C03927,Life,2023-04-16,2038-04-16,288240.0,13992000.0,Annually,Active,15,Medium,A0007,Agent
POL001733,C04393,Health,2024-11-12,2025-11-12,22700.0,500000.0,Monthly,Expired,1,Medium,A0053,Referral
POL001734,C01374,Motor,2024-06-06,2025-06-06,59360.0,1696000.0,Annually,Expired,1,Medium,A0061,Bancassurance
POL001735,C04623,Health,2023-06-07,2024-06-07,40820.0,500000.0,Annually,Expired,1,High,A0070,Agent
POL001736,C04287,Health,2025-05-14,2028-05-14,20570.0,500000.0,Annually,Active,3,Low,A0031,Bancassurance
POL001737,C04569,Health,2025-08-17,2027-08-17,33600.0,750000.0,Annually,Active,2,Medium,A0009,Corporate
POL001738,C04159,Motor,2024-03-19,2025-03-19,50210.0,1434500.0,Annually,Lapsed,1,Medium,A0075,Agent
POL001739,C02852,Life,2023-05-28,2038-05-28,88280.0,4223900.0,Monthly,Active,15,Medium,A0080,Referral
POL001740,C03862,Health,2024-10-10,2025-10-10,19550.0,500000.0,Monthly,Expired,1,Low,A0054,Online
POL001741,C00384,Health,2023-10-05,2024-10-05,26300.0,500000.0,Quarterly,Expired,1,Medium,A0038,Agent
POL001742,C02539,Home,2023-04-02,2038-04-02,13630.0,7290300.0,Annually,Active,15,Low,A0064,Agent
POL001743,C03756,Health,2025-09-05,2028-09-05,68600.0,1500000.0,Quarterly,Active,3,Low,A0067,Agent
POL001744,C02507,Travel,2023-10-21,2023-11-22,3980.0,390300.0,Annually,Lapsed,1,Low,A0030,Referral
POL001745,C02425,Life,2024-03-29,2034-03-28,30310.0,1587000.0,Quarterly,Active,10,Medium,A0028,Online
POL001746,C03873,Home,2024-08-03,2025-08-03,7040.0,3765700.0,Annually,Lapsed,1,Low,A0036,Agent
POL001747,C01347,Home,2025-05-15,2035-05-15,16680.0,7580600.0,Annually,Active,10,Medium,A0099,Agent
POL001748,C01846,Home,2024-08-26,2039-08-26,9620.0,4373500.0,Annually,Active,15,Medium,A0071,Agent
POL001749,C03247,Motor,2025-04-18,2026-04-18,21920.0,626300.0,Annually,Active,1,Medium,A0045,Corporate
POL001750,C04920,Motor,2025-06-07,2026-06-07,70490.0,1549200.0,Annually,Active,1,High,A0046,Bancassurance
POL001751,C00873,Motor,2023-01-26,2024-01-26,26920.0,769000.0,Monthly,Expired,1,Medium,A0080,Corporate
POL001752,C00624,Life,2023-10-27,2033-10-27,22230.0,1062000.0,Quarterly,Active,10,High,A0046,Referral
POL001753,C01742,Home,2025-04-26,2026-04-26,11000.0,5881200.0,Monthly,Active,1,Low,A0093,Corporate
POL001754,C03246,Life,2023-06-13,2048-06-13,67220.0,3678200.0,Annually,Active,25,Low,A0022,Agent
POL001755,C00314,Home,2023-06-03,2028-06-03,9040.0,4833300.0,Annually,Active,5,Low,A0090,Online
POL001756,C02802,Life,2024-09-25,2034-09-25,191160.0,8100000.0,Annually,Active,10,Medium,A0088,Agent
POL001757,C02794,Motor,2024-02-06,2025-02-05,12210.0,348800.0,Annually,Expired,1,Medium,A0016,Online
POL001758,C01412,Motor,2024-11-22,2025-11-22,33610.0,960300.0,Annually,Expired,1,Medium,A0066,Agent
POL001759,C01491,Home,2024-06-14,2025-06-14,10060.0,5380900.0,Annually,Expired,1,Low,A0072,Online
POL001760,C00629,Motor,2025-04-17,2026-04-17,30440.0,869700.0,Annually,Active,1,Medium,A0002,Corporate
POL001761,C01291,Travel,2025-08-30,2025-09-27,1500.0,128600.0,Monthly,Expired,1,Low,A0032,Online
POL001762,C01500,Health,2024-10-31,2027-10-28,34680.0,750000.0,Annually,Lapsed,3,Low,A0078,Agent
POL001763,C04557,Life,2025-06-05,2035-06-05,42080.0,2181000.0,Quarterly,Active,10,Low,A0001,Corporate
POL001764,C02840,Health,2024-02-11,2026-02-11,40120.0,1000000.0,Annually,Active,2,Low,A0024,Corporate
POL001765,C02082,Life,2025-05-18,2050-05-18,238550.0,8226000.0,Quarterly,Active,25,Medium,A0043,Bancassurance
POL001766,C01393,Travel,2023-04-28,2023-06-19,10500.0,875200.0,Annually,Expired,1,Medium,A0015,Agent
POL001767,C01101,Health,2023-11-04,2024-11-04,20570.0,500000.0,Monthly,Expired,1,Low,A0013,Referral
POL001768,C00539,Life,2024-07-02,2049-07-02,54460.0,2196000.0,Annually,Active,25,Medium,A0027,Agent
POL001769,C01457,Life,2025-04-22,2050-04-22,57960.0,3461100.0,Annually,Active,25,Low,A0047,Agent
POL001770,C02668,Health,2025-09-23,2026-09-23,13620.0,300000.0,Quarterly,Active,1,Medium,A0037,Agent
POL001771,C01759,Health,2024-08-27,2027-08-27,55590.0,1500000.0,Annually,Active,3,Low,A0047,Online
POL001772,C00545,Health,2024-10-12,2026-10-12,13110.0,300000.0,Monthly,Active,2,Low,A0089,Referral
POL001773,C03754,Health,2025-07-27,2027-07-27,79220.0,2000000.0,Quarterly,Active,2,Low,A0004,Agent
POL001774,C00084,Motor,2025-03-03,2026-03-03,28180.0,805100.0,Annually,Active,1,Medium,A0052,Bancassurance
POL001775,C00289,Motor,2025-05-15,2026-05-15,10960.0,313100.0,Annually,Active,1,Medium,A0001,Agent
POL001776,C00800,Health,2023-11-10,2026-11-10,64000.0,1500000.0,Annually,Active,3,Low,A0085,Agent
POL001777,C00352,Travel,2023-11-30,2023-12-17,11850.0,987600.0,Annually,Expired,1,Medium,A0065,Agent
POL001778,C04336,Travel,2025-04-02,2025-05-08,4260.0,355200.0,Annually,Expired,1,Medium,A0036,Bancassurance
POL001779,C00831,Life,2024-07-09,2034-07-09,57250.0,3700800.0,Annually,Active,10,Low,A0047,Agent
POL001780,C02372,Travel,2024-09-18,2024-10-17,3070.0,301400.0,Annually,Expired,1,Low,A0001,Online
POL001781,C04918,Travel,2025-03-11,2025-04-18,5640.0,552800.0,Annually,Expired,1,Low,A0022,Agent
POL001782,C03968,Home,2024-08-18,2025-08-18,7410.0,3961600.0,Annually,Expired,1,Low,A0044,Online
POL001783,C04727,Health,2023-02-16,2025-02-16,13570.0,300000.0,Annually,Expired,2,Low,A0008,Online
POL001784,C03886,Home,2023-07-03,2033-07-03,10390.0,4722600.0,Annually,Active,10,Medium,A0089,Bancassurance
POL001785,C02392,Motor,2024-02-10,2025-02-09,37590.0,1074000.0,Annually,Expired,1,Medium,A0087,Online
POL001786,C01774,Health,2025-04-06,2026-04-06,10810.0,300000.0,Annually,Active,1,Low,A0004,Bancassurance
POL001787,C03099,Health,2023-09-25,2026-09-25,58650.0,1500000.0,Annually,Cancelled,3,Low,A0064,Agent
POL001788,C00936,Life,2024-06-03,2039-06-03,92390.0,4762600.0,Quarterly,Active,15,Medium,A0032,Online
POL001789,C03370,Life,2025-06-17,2045-06-17,125830.0,5265000.0,Annually,Active,20,Medium,A0094,Agent
POL001790,C02932,Life,2024-09-29,2044-09-28,91450.0,4943100.0,Quarterly,Active,20,Medium,A0086,Agent
POL001791,C02988,Health,2023-05-19,2025-05-19,85200.0,1500000.0,Annually,Expired,2,Medium,A0031,Online
POL001792,C03404,Travel,2024-10-07,2024-11-30,4820.0,401700.0,Annually,Expired,1,Medium,A0050,Agent
POL001793,C04470,Health,2023-03-14,2024-03-14,29320.0,750000.0,Quarterly,Expired,1,Low,A0006,Agent
POL001794,C03443,Home,2025-08-15,2035-08-15,10370.0,4714600.0,Annually,Active,10,Medium,A0046,Referral
POL001795,C03016,Motor,2023-05-26,2024-05-25,7990.0,228200.0,Annually,Expired,1,Medium,A0074,Agent
POL001796,C04523,Motor,2025-04-18,2026-04-18,43920.0,1254800.0,Annually,Active,1,Medium,A0085,Agent
POL001797,C03464,Life,2023-03-14,2043-03-14,110110.0,4235000.0,Monthly,Active,20,Medium,A0026,Agent
POL001798,C03458,Home,2023-10-24,2038-10-24,18500.0,6467000.0,Monthly,Cancelled,15,High,A0051,Corporate
POL001799,C02661,Motor,2025-02-18,2026-02-18,7410.0,211700.0,Annually,Active,1,Medium,A0055,Agent
POL001800,C04389,Travel,2023-04-12,2023-05-15,7070.0,693100.0,Monthly,Expired,1,Low,A0033,Agent
POL001801,C01299,Motor,2023-09-23,2024-09-22,71500.0,1571400.0,Annually,Expired,1,High,A0053,Agent
POL001802,C02958,Home,2025-06-21,2030-06-21,10620.0,5680900.0,Annually,Active,5,Low,A0084,Agent
POL001803,C04061,Life,2024-04-08,2054-04-08,41310.0,2670300.0,Quarterly,Active,30,Low,A0072,Bancassurance
POL001804,C00015,Health,2024-02-15,2027-02-15,21590.0,500000.0,Monthly,Active,3,Low,A0100,Referral
POL001805,C03692,Health,2023-02-06,2025-02-06,13570.0,300000.0,Annually,Expired,2,Low,A0044,Corporate
POL001806,C00327,Health,2024-10-24,2025-10-24,16140.0,300000.0,Monthly,Lapsed,1,Medium,A0045,Referral
POL001807,C04166,Home,2023-07-23,2038-07-23,2050.0,1097700.0,Annually,Active,15,Low,A0097,Agent
POL001808,C03679,Motor,2024-09-21,2025-09-21,31710.0,905900.0,Annually,Expired,1,Medium,A0081,Online
POL001809,C01164,Motor,2024-03-14,2025-03-14,10790.0,308400.0,Annually,Expired,1,Medium,A0005,Bancassurance
POL001810,C02360,Health,2025-07-18,2026-07-18,25400.0,500000.0,Annually,Active,1,Medium,A0096,Bancassurance
POL001811,C00598,Life,2023-08-24,2038-08-24,59250.0,2718000.0,Monthly,Active,15,Medium,A0058,Online
POL001812,C01484,Health,2023-08-09,2024-08-09,44710.0,1000000.0,Annually,Expired,1,Low,A0023,Online
POL001813,C04164,Travel,2024-11-28,2024-12-11,2800.0,233600.0,Annually,Lapsed,1,Medium,A0047,Agent
POL001814,C00613,Health,2023-04-19,2024-04-19,64000.0,1500000.0,Quarterly,Expired,1,Low,A0071,Online
POL001815,C04592,Motor,2025-01-21,2026-01-21,26330.0,578800.0,Annually,Active,1,High,A0022,Online
POL001816,C03535,Health,2023-01-17,2025-01-17,69360.0,1500000.0,Quarterly,Lapsed,2,Low,A0041,Agent
POL001817,C02371,Health,2024-04-24,2026-04-24,57400.0,1000000.0,Annually,Cancelled,2,Medium,A0042,Agent
POL001818,C00981,Life,2024-10-21,2039-10-21,38020.0,2499000.0,Monthly,Active,15,Low,A0074,Agent
POL001819,C01555,Health,2024-07-10,2025-07-10,41140.0,1000000.0,Annually,Expired,1,Low,A0073,Agent
POL001820,C03890,Life,2023-05-22,2043-05-22,159070.0,6414000.0,Annually,Active,20,Medium,A0055,Online
POL001821,C00732,Life,2023-10-06,2038-10-06,113340.0,5199000.0,Annually,Active,15,Medium,A0042,Agent
POL001822,C01940,Health,2023-08-12,2025-08-12,119600.0,2000000.0,Monthly,Expired,2,Medium,A0096,Agent
POL001823,C03670,Travel,2025-06-18,2025-07-17,9250.0,906500.0,Annually,Expired,1,Low,A0082,Agent
POL001824,C00626,Life,2024-03-22,2039-03-22,82570.0,3213000.0,Monthly,Cancelled,15,Medium,A0036,Online
POL001825,C00019,Life,2023-07-20,2038-07-20,71780.0,3489400.0,Monthly,Lapsed,15,Low,A0088,Referral
POL001826,C04334,Life,2023-01-16,2038-01-16,59260.0,3486000.0,Monthly,Active,15,Low,A0027,Agent
POL001827,C00186,Home,2025-03-15,2026-03-15,12960.0,6931400.0,Monthly,Active,1,Low,A0010,Referral
POL001828,C03254,Health,2024-12-02,2025-12-02,22610.0,500000.0,Annually,Expired,1,Low,A0040,Agent
POL001829,C02032,Health,2024-03-16,2025-03-16,41140.0,1000000.0,Quarterly,Expired,1,Low,A0043,Agent
POL001830,C01752,Health,2024-02-04,2027-02-04,82420.0,1000000.0,Monthly,Active,3,High,A0001,Agent
POL001831,C03109,Motor,2023-08-05,2024-08-04,7840.0,224000.0,Annually,Expired,1,Medium,A0021,Agent
POL001832,C03356,Travel,2024-08-02,2024-08-31,11070.0,922900.0,Annually,Expired,1,Medium,A0083,Online
POL001833,C02837,Motor,2024-02-17,2025-02-16,24790.0,708300.0,Annually,Expired,1,Medium,A0079,Agent
POL001834,C01506,Health,2023-12-24,2024-12-24,11640.0,300000.0,Quarterly,Lapsed,1,Medium,A0075,Bancassurance
POL001835,C01679,Health,2023-04-04,2024-04-04,40600.0,1000000.0,Quarterly,Expired,1,Medium,A0018,Online
POL001836,C03647,Health,2025-07-14,2028-07-14,24500.0,500000.0,Annually,Active,3,Medium,A0079,Agent
POL001837,C04814,Health,2024-02-23,2025-02-23,41650.0,1000000.0,Annually,Expired,1,Low,A0099,Agent
POL001838,C01843,Home,2024-02-03,2029-02-03,6700.0,3582800.0,Annually,Active,5,Low,A0033,Agent
POL001839,C00944,Motor,2025-05-13,2026-05-13,37900.0,832900.0,Annually,Active,1,High,A0068,Agent
POL001840,C03162,Health,2024-12-30,2025-12-28,80240.0,2000000.0,Monthly,Expired,1,Low,A0053,Online
POL001841,C01358,Life,2025-01-08,2035-01-08,74670.0,3630000.0,Annually,Active,10,Low,A0019,Online
POL001842,C03616,Health,2024-01-01,2027-01-01,63240.0,1500000.0,Annually,Active,3,Low,A0030,Corporate
POL001843,C01026,Life,2024-07-18,2049-07-18,56450.0,2520000.0,Monthly,Active,25,Medium,A0070,Bancassurance
POL001844,C02101,Health,2023-06-28,2024-06-28,31100.0,500000.0,Annually,Expired,1,Medium,A0053,Referral
POL001845,C02287,Motor,2024-01-25,2025-01-24,27470.0,784800.0,Annually,Expired,1,Medium,A0037,Agent
POL001846,C03832,Home,2025-01-01,2026-01-01,10310.0,5512000.0,Annually,Active,1,Low,A0052,Agent
POL001847,C01214,Home,2023-07-12,2028-07-12,9390.0,4267700.0,Annually,Active,5,Medium,A0081,Referral
POL001848,C02887,Life,2024-01-14,2039-01-14,288640.0,10272000.0,Monthly,Active,15,Medium,A0066,Agent
POL001849,C02103,Home,2024-02-27,2029-02-27,2220.0,1188100.0,Annually,Active,5,Low,A0001,Online
POL001850,C01390,Life,2023-03-14,2043-03-14,71380.0,3852000.0,Quarterly,Active,20,Low,A0010,Online
POL001851,C01492,Home,2024-09-23,2034-09-23,15210.0,6915500.0,Annually,Cancelled,10,Medium,A0038,Online
POL001852,C01391,Health,2024-04-01,2027-04-01,36550.0,1000000.0,Annually,Active,3,Low,A0098,Agent
POL001853,C02868,Home,2024-07-02,2029-07-02,3410.0,1550100.0,Annually,Active,5,Medium,A0051,Online
POL001854,C00826,Life,2024-05-19,2034-05-19,55910.0,3472500.0,Annually,Active,10,Medium,A0071,Bancassurance
POL001855,C03645,Motor,2024-11-28,2025-11-28,11010.0,314600.0,Annually,Expired,1,Medium,A0069,Agent
POL001856,C02115,Life,2025-08-02,2045-08-02,82180.0,4149300.0,Monthly,Active,20,Low,A0017,Agent
POL001857,C01896,Home,2024-09-08,2029-09-08,3070.0,1394600.0,Annually,Cancelled,5,Medium,A0081,Agent
POL001858,C03651,Health,2023-11-12,2024-11-12,22610.0,500000.0,Annually,Expired,1,Low,A0022,Bancassurance
POL001859,C04763,Health,2023-11-28,2024-11-28,41700.0,750000.0,Monthly,Expired,1,Medium,A0055,Online
POL001860,C00223,Home,2025-05-06,2040-05-06,10360.0,5540000.0,Annually,Active,15,Low,A0046,Bancassurance
POL001861,C01196,Motor,2025-07-02,2026-07-02,39070.0,1116200.0,Annually,Active,1,Medium,A0025,Referral
POL001862,C00085,Health,2024-06-12,2025-06-12,13720.0,300000.0,Annually,Expired,1,Low,A0044,Referral
POL001863,C04377,Home,2023-12-29,2028-12-28,12850.0,6873800.0,Annually,Cancelled,5,Low,A0044,Online
POL001864,C02484,Life,2023-07-19,2038-07-19,233990.0,9435000.0,Annually,Active,15,Medium,A0082,Corporate
POL001865,C00243,Motor,2023-11-21,2024-11-20,34000.0,971300.0,Annually,Expired,1,Medium,A0047,Agent
POL001866,C04875,Motor,2023-04-02,2024-04-01,47640.0,1361200.0,Annually,Expired,1,Medium,A0020,Agent
POL001867,C03088,Motor,2024-11-21,2025-11-21,31420.0,897700.0,Annually,Expired,1,Medium,A0021,Corporate
POL001868,C03958,Health,2024-08-13,2026-08-13,11280.0,300000.0,Monthly,Active,2,Medium,A0018,Online
POL001869,C03343,Life,2023-07-06,2033-07-06,150910.0,8877000.0,Quarterly,Active,10,Low,A0043,Agent
POL001870,C01656,Motor,2024-09-24,2025-09-24,19390.0,554000.0,Annually,Expired,1,Medium,A0010,Agent
POL001871,C00122,Motor,2024-04-06,2025-04-06,48020.0,1614000.0,Annually,Expired,1,Low,A0070,Agent
POL001872,C01323,Motor,2024-06-24,2025-06-24,7630.0,218000.0,Annually,Expired,1,Medium,A0072,Online
POL001873,C04811,Life,2023-04-27,2043-04-27,108830.0,6291000.0,Quarterly,Active,20,Medium,A0006,Agent
POL001874,C02401,Health,2023-10-07,2024-10-07,49000.0,1000000.0,Monthly,Expired,1,Medium,A0078,Agent
POL001875,C00130,Life,2025-08-10,2040-08-10,64040.0,2613900.0,Annually,Active,15,Medium,A0084,Bancassurance
POL001876,C01074,Motor,2024-04-17,2025-04-17,13080.0,287600.0,Monthly,Expired,1,High,A0005,Online
POL001877,C02673,Health,2023-04-14,2024-04-14,36300.0,750000.0,Annually,Lapsed,1,Medium,A0016,Online
POL001878,C03663,Life,2025-06-20,2040-06-20,17550.0,1227500.0,Quarterly,Active,15,Medium,A0007,Referral
POL001879,C04225,Health,2024-08-02,2026-08-02,18800.0,500000.0,Annually,Active,2,Medium,A0097,Agent
POL001880,C01879,Health,2023-09-16,2024-09-16,58000.0,1000000.0,Monthly,Expired,1,Medium,A0074,Bancassurance
POL001881,C04645,Travel,2023-01-30,2023-03-01,5680.0,556500.0,Annually,Expired,1,Low,A0085,Agent
POL001882,C03607,Life,2023-05-11,2043-05-11,90320.0,4620000.0,Monthly,Active,20,Low,A0089,Agent
POL001883,C03968,Home,2023-11-28,2028-11-28,9090.0,4129900.0,Annually,Lapsed,5,Medium,A0002,Bancassurance
POL001884,C03935,Home,2025-08-08,2026-08-08,10670.0,4852000.0,Annually,Active,1,Medium,A0006,Online
POL001885,C02532,Motor,2023-05-02,2024-05-01,24360.0,695900.0,Annually,Lapsed,1,Medium,A0095,Bancassurance
POL001886,C02079,Life,2025-07-13,2050-07-13,160680.0,7800000.0,Quarterly,Active,25,Medium,A0026,Referral
POL001887,C02500,Travel,2025-09-12,2025-09-29,4350.0,362600.0,Annually,Expired,1,Medium,A0094,Online
POL001888,C02946,Motor,2024-11-05,2025-11-05,28730.0,820900.0,Annually,Expired,1,Medium,A0009,Online
POL001889,C01920,Health,2023-01-08,2024-01-08,45750.0,750000.0,Monthly,Expired,1,Medium,A0098,Online
POL001890,C03982,Life,2024-02-13,2044-02-13,44030.0,2376000.0,Monthly,Cancelled,20,Low,A0065,Corporate
POL001891,C04781,Health,2023-03-24,2026-03-24,55600.0,1000000.0,Quarterly,Active,3,Medium,A0047,Corporate
POL001892,C04253,Health,2025-09-17,2026-09-17,9590.0,300000.0,Monthly,Active,1,Low,A0018,Online
POL001893,C03353,Motor,2024-01-13,2025-01-12,44820.0,1280500.0,Annually,Expired,1,Medium,A0016,Bancassurance
POL001894,C00601,Home,2024-02-03,2034-02-03,13860.0,7413800.0,Monthly,Active,10,Low,A0015,Corporate
POL001895,C04105,Motor,2023-04-03,2024-04-02,21750.0,621300.0,Monthly,Expired,1,Medium,A0023,Bancassurance
POL001896,C03719,Travel,2025-01-29,2025-02-08,2660.0,260900.0,Annually,Expired,1,Low,A0094,Referral
POL001897,C00820,Home,2023-01-26,2028-01-26,10100.0,4589400.0,Annually,Active,5,Medium,A0074,Agent
POL001898,C04800,Home,2023-09-14,2024-09-14,3770.0,1713800.0,Annually,Expired,1,Medium,A0068,Agent
POL001899,C04954,Health,2023-07-11,2026-07-11,100400.0,2000000.0,Annually,Active,3,Medium,A0055,Agent
POL001900,C01855,Travel,2023-08-19,2023-10-06,8030.0,669100.0,Monthly,Expired,1,Medium,A0051,Bancassurance
POL001901,C03378,Life,2024-05-23,2044-05-23,56570.0,3378100.0,Annually,Active,20,Low,A0018,Online
POL001902,C02669,Motor,2025-03-07,2026-03-07,62160.0,1776100.0,Monthly,Active,1,Medium,A0028,Agent
POL001903,C03710,Motor,2023-01-27,2024-01-27,34960.0,998900.0,Annually,Expired,1,Medium,A0011,Agent
POL001904,C02866,Motor,2025-03-17,2026-03-17,13930.0,468200.0,Annually,Active,1,Low,A0071,Agent
POL001905,C01087,Health,2024-01-06,2027-01-06,67060.0,1500000.0,Monthly,Active,3,Low,A0044,Online
POL001906,C02270,Health,2023-08-10,2024-08-10,36040.0,1000000.0,Monthly,Expired,1,Low,A0044,Agent
POL001907,C03124,Motor,2025-07-04,2026-07-04,21470.0,613500.0,Annually,Active,1,Medium,A0038,Online
POL001908,C04402,Life,2025-08-13,2035-08-13,34260.0,1824000.0,Quarterly,Active,10,Low,A0091,Bancassurance
POL001909,C01539,Life,2023-09-13,2048-09-13,70530.0,4559000.0,Annually,Active,25,Low,A0092,Agent
POL001910,C03527,Health,2024-10-07,2025-10-07,29320.0,750000.0,Quarterly,Expired,1,Low,A0094,Agent
POL001911,C03700,Health,2025-02-27,2028-02-27,123200.0,2000000.0,Monthly,Lapsed,3,Medium,A0081,Online
POL001912,C03680,Health,2023-10-17,2024-10-17,16140.0,300000.0,Quarterly,Expired,1,Medium,A0013,Online
POL001913,C00814,Health,2024-12-20,2027-12-20,32250.0,750000.0,Annually,Active,3,Medium,A0095,Agent
POL001914,C04408,Motor,2023-08-30,2024-08-29,5440.0,155500.0,Annually,Expired,1,Medium,A0020,Online
POL001915,C01081,Life,2023-06-30,2043-06-28,62970.0,3649500.0,Monthly,Cancelled,20,Low,A0013,Online
POL001916,C04460,Travel,2023-10-04,2023-11-04,4900.0,408000.0,Annually,Expired,1,Medium,A0022,Agent
POL001917,C01158,Travel,2025-08-22,2025-10-18,7670.0,639200.0,Annually,Expired,1,Medium,A0068,Bancassurance
POL001918,C04192,Motor,2024-10-06,2025-10-06,25220.0,554200.0,Annually,Expired,1,High,A0006,Agent
POL001919,C01753,Health,2024-11-12,2026-11-12,24800.0,500000.0,Annually,Active,2,Medium,A0090,Agent
POL001920,C00405,Health,2023-07-19,2024-07-19,20310.0,500000.0,Monthly,Lapsed,1,Low,A0052,Agent
POL001921,C02029,Health,2024-03-20,2026-03-20,25100.0,500000.0,Annually,Active,2,Medium,A0078,Bancassurance
POL001922,C03302,Motor,2024-09-06,2025-09-06,40550.0,1158700.0,Annually,Expired,1,Medium,A0092,Agent
POL001923,C01856,Home,2025-01-15,2030-01-15,12060.0,6451800.0,Annually,Active,5,Low,A0027,Agent
POL001924,C01427,Home,2023-08-14,2033-08-14,1880.0,1006700.0,Annually,Active,10,Low,A0015,Agent
POL001925,C00995,Motor,2024-01-21,2025-01-20,58740.0,1290900.0,Monthly,Expired,1,High,A0064,Agent
POL001926,C02507,Health,2025-04-02,2026-04-02,23380.0,500000.0,Monthly,Active,1,Low,A0019,Online
POL001927,C02015,Life,2024-07-24,2044-07-24,120110.0,7602000.0,Monthly,Active,20,Medium,A0044,Referral
POL001928,C01557,Health,2023-11-08,2025-11-08,41800.0,1000000.0,Annually,Expired,2,Medium,A0041,Agent
POL001929,C00488,Motor,2024-02-25,2025-02-24,73380.0,1612600.0,Annually,Expired,1,High,A0093,Online
POL001930,C02486,Health,2025-05-23,2028-05-23,40820.0,500000.0,Monthly,Lapsed,3,High,A0094,Agent
POL001931,C02081,Travel,2024-07-21,2024-08-13,2750.0,229300.0,Monthly,Expired,1,Medium,A0097,Agent
POL001932,C02730,Life,2023-12-20,2043-12-20,102430.0,4972400.0,Annually,Active,20,Medium,A0094,Agent
POL001933,C01518,Motor,2024-11-25,2025-11-25,39570.0,1130700.0,Annually,Lapsed,1,Medium,A0076,Online
POL001934,C00218,Home,2023-01-17,2028-01-17,12100.0,6469100.0,Annually,Active,5,Low,A0030,Agent
POL001935,C02457,Home,2023-07-09,2038-07-09,15110.0,6868900.0,Annually,Active,15,Medium,A0073,Agent
POL001936,C02516,Health,2024-01-29,2026-01-28,33530.0,750000.0,Monthly,Active,2,Low,A0076,Bancassurance
POL001937,C03779,Travel,2024-02-18,2024-03-16,6490.0,636300.0,Annually,Lapsed,1,Low,A0095,Online
POL001938,C00301,Life,2023-06-11,2048-06-11,63070.0,3066000.0,Quarterly,Active,25,Low,A0028,Online
POL001939,C01407,Health,2023-03-29,2024-03-28,80000.0,2000000.0,Monthly,Expired,1,Medium,A0077,Online
POL001940,C02538,Travel,2023-06-22,2023-07-01,5260.0,516100.0,Annually,Expired,1,Low,A0030,Online
POL001941,C03681,Life,2024-02-19,2049-02-19,110760.0,4260000.0,Quarterly,Active,25,Medium,A0073,Agent
POL001942,C02588,Life,2023-04-26,2053-04-26,35600.0,2193000.0,Annually,Lapsed,30,Low,A0013,Bancassurance
POL001943,C00256,Life,2025-04-29,2045-04-28,58120.0,3419100.0,Annually,Active,20,Medium,A0021,Agent
POL001944,C03563,Motor,2024-05-28,2025-05-28,52660.0,1504700.0,Annually,Expired,1,Medium,A0038,Online
POL001945,C04068,Health,2024-05-14,2026-05-14,14020.0,300000.0,Annually,Cancelled,2,Low,A0078,Agent
POL001946,C00038,Motor,2023-09-26,2024-09-25,21760.0,621600.0,Annually,Expired,1,Medium,A0010,Online
POL001947,C02277,Health,2025-09-01,2028-09-01,54060.0,1500000.0,Annually,Active,3,Low,A0056,Agent
POL001948,C00024,Health,2023-10-30,2025-10-28,77100.0,1500000.0,Annually,Expired,2,Medium,A0005,Agent
POL001949,C02617,Motor,2023-03-28,2024-03-27,14150.0,404400.0,Annually,Expired,1,Medium,A0085,Agent
POL001950,C02511,Life,2023-11-21,2038-11-21,85730.0,6150000.0,Monthly,Active,15,Low,A0018,Agent
POL001951,C04287,Life,2023-09-06,2038-09-06,32900.0,1965000.0,Annually,Active,15,Low,A0043,Agent
POL001952,C03297,Life,2023-02-21,2033-02-21,108820.0,6039000.0,Monthly,Active,10,Low,A0070,Referral
POL001953,C00102,Motor,2024-12-02,2025-12-02,16440.0,469700.0,Annually,Expired,1,Medium,A0084,Agent
POL001954,C02193,Health,2023-08-03,2025-08-03,14330.0,300000.0,Monthly,Expired,2,Low,A0033,Corporate
POL001955,C00437,Motor,2023-07-28,2024-07-27,39840.0,1339000.0,Monthly,Expired,1,Low,A0002,Agent
POL001956,C00590,Motor,2024-12-05,2025-12-05,31250.0,893000.0,Annually,Expired,1,Medium,A0005,Bancassurance
POL001957,C00263,Life,2023-06-05,2038-06-05,32820.0,1902000.0,Annually,Active,15,Low,A0042,Corporate
POL001958,C02086,Motor,2024-01-03,2025-01-02,48640.0,1389700.0,Annually,Expired,1,Medium,A0040,Bancassurance
POL001959,C02738,Motor,2023-12-30,2024-12-29,25840.0,738100.0,Annually,Lapsed,1,Medium,A0056,Online
POL001960,C03760,Life,2025-03-20,2055-03-20,156350.0,7794000.0,Annually,Active,30,Low,A0057,Bancassurance
POL001961,C02167,Motor,2023-12-17,2024-12-16,29140.0,832700.0,Monthly,Expired,1,Medium,A0011,Referral
POL001962,C01042,Life,2023-11-08,2033-11-08,69740.0,4877100.0,Monthly,Active,10,Medium,A0092,Agent
POL001963,C00530,Health,2024-03-18,2025-03-18,11580.0,300000.0,Annually,Expired,1,Low,A0036,Agent
POL001964,C00408,Motor,2025-04-16,2026-04-16,9850.0,331100.0,Annually,Active,1,Low,A0030,Agent
POL001965,C02912,Motor,2023-06-25,2024-06-24,13840.0,465100.0,Annually,Expired,1,Low,A0015,Online
POL001966,C00939,Life,2023-03-24,2053-03-24,17490.0,1278000.0,Monthly,Active,30,Low,A0001,Online
