Date_ID,Date,Year,Quarter,Month_Number,Month_Name,Year_Month,Fiscal_Year,Fiscal_Quarter
386,2024-01-21,2024,Q1,1,January,2024-01,FY2023-24,Q4
387,2024-01-22,2024,Q1,1,January,2024-01,FY2023-24,Q4
388,2024-01-23,2024,Q1,1,January,2024-01,FY2023-24,Q4
389,2024-01-24,2024,Q1,1,January,2024-01,FY2023-24,Q4
390,2024-01-25,2024,Q1,1,January,2024-01,FY2023-24,Q4
391,2024-01-26,2024,Q1,1,January,2024-01,FY2023-24,Q4
392,2024-01-27,2024,Q1,1,January,2024-01,FY2023-24,Q4
393,2024-01-28,2024,Q1,1,January,2024-01,FY2023-24,Q4
394,2024-01-29,2024,Q1,1,January,2024-01,FY2023-24,Q4
395,2024-01-30,2024,Q1,1,January,2024-01,FY2023-24,Q4
396,2024-01-31,2024,Q1,1,January,2024-01,FY2023-24,Q4
397,2024-02-01,2024,Q1,2,February,2024-02,FY2023-24,Q4
398,2024-02-02,2024,Q1,2,February,2024-02,FY2023-24,Q4
399,2024-02-03,2024,Q1,2,February,2024-02,FY2023-24,Q4
400,2024-02-04,2024,Q1,2,February,2024-02,FY2023-24,Q4
401,2024-02-05,2024,Q1,2,February,2024-02,FY2023-24,Q4
402,2024-02-06,2024,Q1,2,February,2024-02,FY2023-24,Q4
403,2024-02-07,2024,Q1,2,February,2024-02,FY2023-24,Q4
404,2024-02-08,2024,Q1,2,February,2024-02,FY2023-24,Q4
405,2024-02-09,2024,Q1,2,February,2024-02,FY2023-24,Q4
406,2024-02-10,2024,Q1,2,February,2024-02,FY2023-24,Q4
407,2024-02-11,2024,Q1,2,February,2024-02,FY2023-24,Q4
408,2024-02-12,2024,Q1,2,February,2024-02,FY2023-24,Q4
409,2024-02-13,2024,Q1,2,February,2024-02,FY2023-24,Q4
410,2024-02-14,2024,Q1,2,February,2024-02,FY2023-24,Q4
411,2024-02-15,2024,Q1,2,February,2024-02,FY2023-24,Q4
412,2024-02-16,2024,Q1,2,February,2024-02,FY2023-24,Q4
413,2024-02-17,2024,Q1,2,February,2024-02,FY2023-24,Q4
414,2024-02-18,2024,Q1,2,February,2024-02,FY2023-24,Q4
415,2024-02-19,2024,Q1,2,February,2024-02,FY2023-24,Q4
416,2024-02-20,2024,Q1,2,February,2024-02,FY2023-24,Q4
417,2024-02-21,2024,Q1,2,February,2024-02,FY2023-24,Q4
418,2024-02-22,2024,Q1,2,February,2024-02,FY2023-24,Q4
419,2024-02-23,2024,Q1,2,February,2024-02,FY2023-24,Q4
420,2024-02-24,2024,Q1,2,February,2024-02,FY2023-24,Q4
421,2024-02-25,2024,Q1,2,February,2024-02,FY2023-24,Q4
422,2024-02-26,2024,Q1,2,February,2024-02,FY2023-24,Q4
423,2024-02-27,2024,Q1,2,February,2024-02,FY2023-24,Q4
424,2024-02-28,2024,Q1,2,February,2024-02,FY2023-24,Q4
425,2024-02-29,2024,Q1,2,February,2024-02,FY2023-24,Q4
426,2024-03-01,2024,Q1,3,March,2024-03,FY2023-24,Q4
427,2024-03-02,2024,Q1,3,March,2024-03,FY2023-24,Q4
428,2024-03-03,2024,Q1,3,March,2024-03,FY2023-24,Q4
429,2024-03-04,2024,Q1,3,March,2024-03,FY2023-24,Q4
430,2024-03-05,2024,Q1,3,March,2024-03,FY2023-24,Q4
431,2024-03-06,2024,Q1,3,March,2024-03,FY2023-24,Q4
432,2024-03-07,2024,Q1,3,March,2024-03,FY2023-24,Q4
433,2024-03-08,2024,Q1,3,March,2024-03,FY2023-24,Q4
434,2024-03-09,2024,Q1,3,March,2024-03,FY2023-24,Q4
435,2024-03-10,2024,Q1,3,March,2024-03,FY2023-24,Q4
436,2024-03-11,2024,Q1,3,March,2024-03,FY2023-24,Q4
437,2024-03-12,2024,Q1,3,March,2024-03,FY2023-24,Q4
438,2024-03-13,2024,Q1,3,March,2024-03,FY2023-24,Q4
439,2024-03-14,2024,Q1,3,March,2024-03,FY2023-24,Q4
440,2024-03-15,2024,Q1,3,March,2024-03,FY2023-24,Q4
441,2024-03-16,2024,Q1,3,March,2024-03,FY2023-24,Q4
442,2024-03-17,2024,Q1,3,March,2024-03,FY2023-24,Q4
443,2024-03-18,2024,Q1,3,March,2024-03,FY2023-24,Q4
444,2024-03-19,2024,Q1,3,March,2024-03,FY2023-24,Q4
445,2024-03-20,2024,Q1,3,March,2024-03,FY2023-24,Q4
446,2024-03-21,2024,Q1,3,March,2024-03,FY2023-24,Q4
447,2024-03-22,2024,Q1,3,March,2024-03,FY2023-24,Q4
448,2024-03-23,2024,Q1,3,March,2024-03,FY2023-24,Q4
449,2024-03-24,2024,Q1,3,March,2024-03,FY2023-24,Q4
450,2024-03-25,2024,Q1,3,March,2024-03,FY2023-24,Q4
451,2024-03-26,2024,Q1,3,March,2024-03,FY2023-24,Q4
452,2024-03-27,2024,Q1,3,March,2024-03,FY2023-24,Q4
453,2024-03-28,2024,Q1,3,March,2024-03,FY2023-24,Q4
454,2024-03-29,2024,Q1,3,March,2024-03,FY2023-24,Q4
455,2024-03-30,2024,Q1,3,March,2024-03,FY2023-24,Q4
456,2024-03-31,2024,Q1,3,March,2024-03,FY2023-24,Q4
457,2024-04-01,2024,Q2,4,April,2024-04,FY2024-25,Q1
458,2024-04-02,2024,Q2,4,April,2024-04,FY2024-25,Q1
459,2024-04-03,2024,Q2,4,April,2024-04,FY2024-25,Q1
460,2024-04-04,2024,Q2,4,April,2024-04,FY2024-25,Q1
461,2024-04-05,2024,Q2,4,April,2024-04,FY2024-25,Q1
462,2024-04-06,2024,Q2,4,April,2024-04,FY2024-25,Q1
463,2024-04-07,2024,Q2,4,April,2024-04,FY2024-25,Q1
464,2024-04-08,2024,Q2,4,April,2024-04,FY2024-25,Q1
465,2024-04-09,2024,Q2,4,April,2024-04,FY2024-25,Q1
466,2024-04-10,2024,Q2,4,April,2024-04,FY2024-25,Q1
467,2024-04-11,2024,Q2,4,April,2024-04,FY2024-25,Q1
468,2024-04-12,2024,Q2,4,April,2024-04,FY2024-25,Q1
469,2024-04-13,2024,Q2,4,April,2024-04,FY2024-25,Q1
470,2024-04-14,2024,Q2,4,April,2024-04,FY2024-25,Q1
471,2024-04-15,2024,Q2,4,April,2024-04,FY2024-25,Q1
472,2024-04-16,2024,Q2,4,April,2024-04,FY2024-25,Q1
473,2024-04-17,2024,Q2,4,April,2024-04,FY2024-25,Q1
474,2024-04-18,2024,Q2,4,April,2024-04,FY2024-25,Q1
475,2024-04-19,2024,Q2,4,April,2024-04,FY2024-25,Q1
476,2024-04-20,2024,Q2,4,April,2024-04,FY2024-25,Q1
477,2024-04-21,2024,Q2,4,April,2024-04,FY2024-25,Q1
478,2024-04-22,2024,Q2,4,April,2024-04,FY2024-25,Q1
479,2024-04-23,2024,Q2,4,April,2024-04,FY2024-25,Q1
480,2024-04-24,2024,Q2,4,April,2024-04,FY2024-25,Q1
481,2024-04-25,2024,Q2,4,April,2024-04,FY2024-25,Q1
482,2024-04-26,2024,Q2,4,April,2024-04,FY2024-25,Q1
483,2024-04-27,2024,Q2,4,April,2024-04,FY2024-25,Q1
484,2024-04-28,2024,Q2,4,April,2024-04,FY2024-25,Q1
485,2024-04-29,2024,Q2,4,April,2024-04,FY2024-25,Q1
486,2024-04-30,2024,Q2,4,April,2024-04,FY2024-25,Q1
487,2024-05-01,2024,Q2,5,May,2024-05,FY2024-25,Q1
488,2024-05-02,2024,Q2,5,May,2024-05,FY2024-25,Q1
489,2024-05-03,2024,Q2,5,May,2024-05,FY2024-25,Q1
490,2024-05-04,2024,Q2,5,May,2024-05,FY2024-25,Q1
491,2024-05-05,2024,Q2,5,May,2024-05,FY2024-25,Q1
492,2024-05-06,2024,Q2,5,May,2024-05,FY2024-25,Q1
493,2024-05-07,2024,Q2,5,May,2024-05,FY2024-25,Q1
494,2024-05-08,2024,Q2,5,May,2024-05,FY2024-25,Q1
495,2024-05-09,2024,Q2,5,May,2024-05,FY2024-25,Q1
496,2024-05-10,2024,Q2,5,May,2024-05,FY2024-25,Q1
497,2024-05-11,2024,Q2,5,May,2024-05,FY2024-25,Q1
498,2024-05-12,2024,Q2,5,May,2024-05,FY2024-25,Q1
499,2024-05-13,2024,Q2,5,May,2024-05,FY2024-25,Q1
500,2024-05-14,2024,Q2,5,May,2024-05,FY2024-25,Q1
501,2024-05-15,2024,Q2,5,May,2024-05,FY2024-25,Q1
502,2024-05-16,2024,Q2,5,May,2024-05,FY2024-25,Q1
503,2024-05-17,2024,Q2,5,May,2024-05,FY2024-25,Q1
504,2024-05-18,2024,Q2,5,May,2024-05,FY2024-25,Q1
505,2024-05-19,2024,Q2,5,May,2024-05,FY2024-25,Q1
506,2024-05-20,2024,Q2,5,May,2024-05,FY2024-25,Q1
507,2024-05-21,2024,Q2,5,May,2024-05,FY2024-25,Q1
508,2024-05-22,2024,Q2,5,May,2024-05,FY2024-25,Q1
509,2024-05-23,2024,Q2,5,May,2024-05,FY2024-25,Q1
510,2024-05-24,2024,Q2,5,May,2024-05,FY2024-25,Q1
511,2024-05-25,2024,Q2,5,May,2024-05,FY2024-25,Q1
512,2024-05-26,2024,Q2,5,May,2024-05,FY2024-25,Q1
513,2024-05-27,2024,Q2,5,May,2024-05,FY2024-25,Q1
514,2024-05-28,2024,Q2,5,May,2024-05,FY2024-25,Q1
515,2024-05-29,2024,Q2,5,May,2024-05,FY2024-25,Q1
516,2024-05-30,2024,Q2,5,May,2024-05,FY2024-25,Q1
517,2024-05-31,2024,Q2,5,May,2024-05,FY2024-25,Q1
518,2024-06-01,2024,Q2,6,June,2024-06,FY2024-25,Q1
519,2024-06-02,2024,Q2,6,June,2024-06,FY2024-25,Q1
520,2024-06-03,2024,Q2,6,June,2024-06,FY2024-25,Q1
521,2024-06-04,2024,Q2,6,June,2024-06,FY2024-25,Q1
522,2024-06-05,2024,Q2,6,June,2024-06,FY2024-25,Q1
523,2024-06-06,2024,Q2,6,June,2024-06,FY2024-25,Q1
524,2024-06-07,2024,Q2,6,June,2024-06,FY2024-25,Q1
525,2024-06-08,2024,Q2,6,June,2024-06,FY2024-25,Q1
526,2024-06-09,2024,Q2,6,June,2024-06,FY2024-25,Q1
527,2024-06-10,2024,Q2,6,June,2024-06,FY2024-25,Q1
528,2024-06-11,2024,Q2,6,June,2024-06,FY2024-25,Q1
529,2024-06-12,2024,Q2,6,June,2024-06,FY2024-25,Q1
530,2024-06-13,2024,Q2,6,June,2024-06,FY2024-25,Q1
531,2024-06-14,2024,Q2,6,June,2024-06,FY2024-25,Q1
532,2024-06-15,2024,Q2,6,June,2024-06,FY2024-25,Q1
533,2024-06-16,2024,Q2,6,June,2024-06,FY2024-25,Q1
534,2024-06-17,2024,Q2,6,June,2024-06,FY2024-25,Q1
535,2024-06-18,2024,Q2,6,June,2024-06,FY2024-25,Q1
536,2024-06-19,2024,Q2,6,June,2024-06,FY2024-25,Q1
537,2024-06-20,2024,Q2,6,June,2024-06,FY2024-25,Q1
538,2024-06-21,2024,Q2,6,June,2024-06,FY2024-25,Q1
539,2024-06-22,2024,Q2,6,June,2024-06,FY2024-25,Q1
540,2024-06-23,2024,Q2,6,June,2024-06,FY2024-25,Q1
541,2024-06-24,2024,Q2,6,June,2024-06,FY2024-25,Q1
542,2024-06-25,2024,Q2,6,June,2024-06,FY2024-25,Q1
543,2024-06-26,2024,Q2,6,June,2024-06,FY2024-25,Q1
544,2024-06-27,2024,Q2,6,June,2024-06,FY2024-25,Q1
545,2024-06-28,2024,Q2,6,June,2024-06,FY2024-25,Q1
546,2024-06-29,2024,Q2,6,June,2024-06,FY2024-25,Q1
547,2024-06-30,2024,Q2,6,June,2024-06,FY2024-25,Q1
548,2024-07-01,2024,Q3,7,July,2024-07,FY2024-25,Q2
549,2024-07-02,2024,Q3,7,July,2024-07,FY2024-25,Q2
550,2024-07-03,2024,Q3,7,July,2024-07,FY2024-25,Q2
551,2024-07-04,2024,Q3,7,July,2024-07,FY2024-25,Q2
552,2024-07-05,2024,Q3,7,July,2024-07,FY2024-25,Q2
553,2024-07-06,2024,Q3,7,July,2024-07,FY2024-25,Q2
554,2024-07-07,2024,Q3,7,July,2024-07,FY2024-25,Q2
555,2024-07-08,2024,Q3,7,July,2024-07,FY2024-25,Q2
556,2024-07-09,2024,Q3,7,July,2024-07,FY2024-25,Q2
557,2024-07-10,2024,Q3,7,July,2024-07,FY2024-25,Q2
558,2024-07-11,2024,Q3,7,July,2024-07,FY2024-25,Q2
559,2024-07-12,2024,Q3,7,July,2024-07,FY2024-25,Q2
560,2024-07-13,2024,Q3,7,July,2024-07,FY2024-25,Q2
561,2024-07-14,2024,Q3,7,July,2024-07,FY2024-25,Q2
562,2024-07-15,2024,Q3,7,July,2024-07,FY2024-25,Q2
563,2024-07-16,2024,Q3,7,July,2024-07,FY2024-25,Q2
564,2024-07-17,2024,Q3,7,July,2024-07,FY2024-25,Q2
565,2024-07-18,2024,Q3,7,July,2024-07,FY2024-25,Q2
566,2024-07-19,2024,Q3,7,July,2024-07,FY2024-25,Q2
567,2024-07-20,2024,Q3,7,July,2024-07,FY2024-25,Q2
568,2024-07-21,2024,Q3,7,July,2024-07,FY2024-25,Q2
569,2024-07-22,2024,Q3,7,July,2024-07,FY2024-25,Q2
570,2024-07-23,2024,Q3,7,July,2024-07,FY2024-25,Q2
571,2024-07-24,2024,Q3,7,July,2024-07,FY2024-25,Q2
572,2024-07-25,2024,Q3,7,July,2024-07,FY2024-25,Q2
573,2024-07-26,2024,Q3,7,July,2024-07,FY2024-25,Q2
574,2024-07-27,2024,Q3,7,July,2024-07,FY2024-25,Q2
575,2024-07-28,2024,Q3,7,July,2024-07,FY2024-25,Q2
576,2024-07-29,2024,Q3,7,July,2024-07,FY2024-25,Q2
577,2024-07-30,2024,Q3,7,July,2024-07,FY2024-25,Q2
578,2024-07-31,2024,Q3,7,July,2024-07,FY2024-25,Q2
579,2024-08-01,2024,Q3,8,August,2024-08,FY2024-25,Q2
580,2024-08-02,2024,Q3,8,August,2024-08,FY2024-25,Q2
581,2024-08-03,2024,Q3,8,August,2024-08,FY2024-25,Q2
582,2024-08-04,2024,Q3,8,August,2024-08,FY2024-25,Q2
583,2024-08-05,2024,Q3,8,August,2024-08,FY2024-25,Q2
584,2024-08-06,2024,Q3,8,August,2024-08,FY2024-25,Q2
585,2024-08-07,2024,Q3,8,August,2024-08,FY2024-25,Q2
586,2024-08-08,2024,Q3,8,August,2024-08,FY2024-25,Q2
587,2024-08-09,2024,Q3,8,August,2024-08,FY2024-25,Q2
588,2024-08-10,2024,Q3,8,August,2024-08,FY2024-25,Q2
589,2024-08-11,2024,Q3,8,August,2024-08,FY2024-25,Q2
590,2024-08-12,2024,Q3,8,August,2024-08,FY2024-25,Q2
591,2024-08-13,2024,Q3,8,August,2024-08,FY2024-25,Q2
592,2024-08-14,2024,Q3,8,August,2024-08,FY2024-25,Q2
593,2024-08-15,2024,Q3,8,August,2024-08,FY2024-25,Q2
594,2024-08-16,2024,Q3,8,August,2024-08,FY2024-25,Q2
595,2024-08-17,2024,Q3,8,August,2024-08,FY2024-25,Q2
596,2024-08-18,2024,Q3,8,August,2024-08,FY2024-25,Q2
597,2024-08-19,2024,Q3,8,August,2024-08,FY2024-25,Q2
598,2024-08-20,2024,Q3,8,August,2024-08,FY2024-25,Q2
599,2024-08-21,2024,Q3,8,August,2024-08,FY2024-25,Q2
600,2024-08-22,2024,Q3,8,August,2024-08,FY2024-25,Q2
601,2024-08-23,2024,Q3,8,August,2024-08,FY2024-25,Q2
602,2024-08-24,2024,Q3,8,August,2024-08,FY2024-25,Q2
603,2024-08-25,2024,Q3,8,August,2024-08,FY2024-25,Q2
604,2024-08-26,2024,Q3,8,August,2024-08,FY2024-25,Q2
605,2024-08-27,2024,Q3,8,August,2024-08,FY2024-25,Q2
606,2024-08-28,2024,Q3,8,August,2024-08,FY2024-25,Q2
607,2024-08-29,2024,Q3,8,August,2024-08,FY2024-25,Q2
608,2024-08-30,2024,Q3,8,August,2024-08,FY2024-25,Q2
609,2024-08-31,2024,Q3,8,August,2024-08,FY2024-25,Q2
610,2024-09-01,2024,Q3,9,September,2024-09,FY2024-25,Q2
611,2024-09-02,2024,Q3,9,September,2024-09,FY2024-25,Q2
612,2024-09-03,2024,Q3,9,September,2024-09,FY2024-25,Q2
613,2024-09-04,2024,Q3,9,September,2024-09,FY2024-25,Q2
614,2024-09-05,2024,Q3,9,September,2024-09,FY2024-25,Q2
615,2024-09-06,2024,Q3,9,September,2024-09,FY2024-25,Q2
616,2024-09-07,2024,Q3,9,September,2024-09,FY2024-25,Q2
617,2024-09-08,2024,Q3,9,September,2024-09,FY2024-25,Q2
618,2024-09-09,2024,Q3,9,September,2024-09,FY2024-25,Q2
619,2024-09-10,2024,Q3,9,September,2024-09,FY2024-25,Q2
620,2024-09-11,2024,Q3,9,September,2024-09,FY2024-25,Q2
621,2024-09-12,2024,Q3,9,September,2024-09,FY2024-25,Q2
622,2024-09-13,2024,Q3,9,September,2024-09,FY2024-25,Q2
623,2024-09-14,2024,Q3,9,September,2024-09,FY2024-25,Q2
624,2024-09-15,2024,Q3,9,September,2024-09,FY2024-25,Q2
625,2024-09-16,2024,Q3,9,September,2024-09,FY2024-25,Q2
626,2024-09-17,2024,Q3,9,September,2024-09,FY2024-25,Q2
627,2024-09-18,2024,Q3,9,September,2024-09,FY2024-25,Q2
628,2024-09-19,2024,Q3,9,September,2024-09,FY2024-25,Q2
629,2024-09-20,2024,Q3,9,September,2024-09,FY2024-25,Q2
630,2024-09-21,2024,Q3,9,September,2024-09,FY2024-25,Q2
631,2024-09-22,2024,Q3,9,September,2024-09,FY2024-25,Q2
632,2024-09-23,2024,Q3,9,September,2024-09,FY2024-25,Q2
633,2024-09-24,2024,Q3,9,September,2024-09,FY2024-25,Q2
634,2024-09-25,2024,Q3,9,September,2024-09,FY2024-25,Q2
635,2024-09-26,2024,Q3,9,September,2024-09,FY2024-25,Q2
636,2024-09-27,2024,Q3,9,September,2024-09,FY2024-25,Q2
637,2024-09-28,2024,Q3,9,September,2024-09,FY2024-25,Q2
638,2024-09-29,2024,Q3,9,September,2024-09,FY2024-25,Q2
639,2024-09-30,2024,Q3,9,September,2024-09,FY2024-25,Q2
640,2024-10-01,2024,Q4,10,October,2024-10,FY2024-25,Q3
641,2024-10-02,2024,Q4,10,October,2024-10,FY2024-25,Q3
642,2024-10-03,2024,Q4,10,October,2024-10,FY2024-25,Q3
643,2024-10-04,2024,Q4,10,October,2024-10,FY2024-25,Q3
644,2024-10-05,2024,Q4,10,October,2024-10,FY2024-25,Q3
645,2024-10-06,2024,Q4,10,October,2024-10,FY2024-25,Q3
646,2024-10-07,2024,Q4,10,October,2024-10,FY2024-25,Q3
647,2024-10-08,2024,Q4,10,October,2024-10,FY2024-25,Q3
648,2024-10-09,2024,Q4,10,October,2024-10,FY2024-25,Q3
649,2024-10-10,2024,Q4,10,October,2024-10,FY2024-25,Q3
650,2024-10-11,2024,Q4,10,October,2024-10,FY2024-25,Q3
651,2024-10-12,2024,Q4,10,October,2024-10,FY2024-25,Q3
652,2024-10-13,2024,Q4,10,October,2024-10,FY2024-25,Q3
653,2024-10-14,2024,Q4,10,October,2024-10,FY2024-25,Q3
654,2024-10-15,2024,Q4,10,October,2024-10,FY2024-25,Q3
655,2024-10-16,2024,Q4,10,October,2024-10,FY2024-25,Q3
656,2024-10-17,2024,Q4,10,October,2024-10,FY2024-25,Q3
657,2024-10-18,2024,Q4,10,October,2024-10,FY2024-25,Q3
658,2024-10-19,2024,Q4,10,October,2024-10,FY2024-25,Q3
659,2024-10-20,2024,Q4,10,October,2024-10,FY2024-25,Q3
660,2024-10-21,2024,Q4,10,October,2024-10,FY2024-25,Q3
661,2024-10-22,2024,Q4,10,October,2024-10,FY2024-25,Q3
662,2024-10-23,2024,Q4,10,October,2024-10,FY2024-25,Q3
663,2024-10-24,2024,Q4,10,October,2024-10,FY2024-25,Q3
664,2024-10-25,2024,Q4,10,October,2024-10,FY2024-25,Q3
665,2024-10-26,2024,Q4,10,October,2024-10,FY2024-25,Q3
666,2024-10-27,2024,Q4,10,October,2024-10,FY2024-25,Q3
667,2024-10-28,2024,Q4,10,October,2024-10,FY2024-25,Q3
668,2024-10-29,2024,Q4,10,October,2024-10,FY2024-25,Q3
669,2024-10-30,2024,Q4,10,October,2024-10,FY2024-25,Q3
670,2024-10-31,2024,Q4,10,October,2024-10,FY2024-25,Q3
671,2024-11-01,2024,Q4,11,November,2024-11,FY2024-25,Q3
672,2024-11-02,2024,Q4,11,November,2024-11,FY2024-25,Q3
673,2024-11-03,2024,Q4,11,November,2024-11,FY2024-25,Q3
674,2024-11-04,2024,Q4,11,November,2024-11,FY2024-25,Q3
675,2024-11-05,2024,Q4,11,November,2024-11,FY2024-25,Q3
676,2024-11-06,2024,Q4,11,November,2024-11,FY2024-25,Q3
677,2024-11-07,2024,Q4,11,November,2024-11,FY2024-25,Q3
678,2024-11-08,2024,Q4,11,November,2024-11,FY2024-25,Q3
679,2024-11-09,2024,Q4,11,November,2024-11,FY2024-25,Q3
680,2024-11-10,2024,Q4,11,November,2024-11,FY2024-25,Q3
681,2024-11-11,2024,Q4,11,November,2024-11,FY2024-25,Q3
682,2024-11-12,2024,Q4,11,November,2024-11,FY2024-25,Q3
683,2024-11-13,2024,Q4,11,November,2024-11,FY2024-25,Q3
684,2024-11-14,2024,Q4,11,November,2024-11,FY2024-25,Q3
685,2024-11-15,2024,Q4,11,November,2024-11,FY2024-25,Q3
686,2024-11-16,2024,Q4,11,November,2024-11,FY2024-25,Q3
687,2024-11-17,2024,Q4,11,November,2024-11,FY2024-25,Q3
688,2024-11-18,2024,Q4,11,November,2024-11,FY2024-25,Q3
689,2024-11-19,2024,Q4,11,November,2024-11,FY2024-25,Q3
690,2024-11-20,2024,Q4,11,November,2024-11,FY2024-25,Q3
691,2024-11-21,2024,Q4,11,November,2024-11,FY2024-25,Q3
692,2024-11-22,2024,Q4,11,November,2024-11,FY2024-25,Q3
693,2024-11-23,2024,Q4,11,November,2024-11,FY2024-25,Q3
694,2024-11-24,2024,Q4,11,November,2024-11,FY2024-25,Q3
695,2024-11-25,2024,Q4,11,November,2024-11,FY2024-25,Q3
696,2024-11-26,2024,Q4,11,November,2024-11,FY2024-25,Q3
697,2024-11-27,2024,Q4,11,November,2024-11,FY2024-25,Q3
698,2024-11-28,2024,Q4,11,November,2024-11,FY2024-25,Q3
699,2024-11-29,2024,Q4,11,November,2024-11,FY2024-25,Q3
700,2024-11-30,2024,Q4,11,November,2024-11,FY2024-25,Q3
701,2024-12-01,2024,Q4,12,December,2024-12,FY2024-25,Q3
702,2024-12-02,2024,Q4,12,December,2024-12,FY2024-25,Q3
703,2024-12-03,2024,Q4,12,December,2024-12,FY2024-25,Q3
704,2024-12-04,2024,Q4,12,December,2024-12,FY2024-25,Q3
705,2024-12-05,2024,Q4,12,December,2024-12,FY2024-25,Q3
706,2024-12-06,2024,Q4,12,December,2024-12,FY2024-25,Q3
707,2024-12-07,2024,Q4,12,December,2024-12,FY2024-25,Q3
708,2024-12-08,2024,Q4,12,December,2024-12,FY2024-25,Q3
709,2024-12-09,2024,Q4,12,December,2024-12,FY2024-25,Q3
710,2024-12-10,2024,Q4,12,December,2024-12,FY2024-25,Q3
711,2024-12-11,2024,Q4,12,December,2024-12,FY2024-25,Q3
712,2024-12-12,2024,Q4,12,December,2024-12,FY2024-25,Q3
713,2024-12-13,2024,Q4,12,December,2024-12,FY2024-25,Q3
714,2024-12-14,2024,Q4,12,December,2024-12,FY2024-25,Q3
715,2024-12-15,2024,Q4,12,December,2024-12,FY2024-25,Q3
716,2024-12-16,2024,Q4,12,December,2024-12,FY2024-25,Q3
717,2024-12-17,2024,Q4,12,December,2024-12,FY2024-25,Q3
718,2024-12-18,2024,Q4,12,December,2024-12,FY2024-25,Q3
719,2024-12-19,2024,Q4,12,December,2024-12,FY2024-25,Q3
720,2024-12-20,2024,Q4,12,December,2024-12,FY2024-25,Q3
721,2024-12-21,2024,Q4,12,December,2024-12,FY2024-25,Q3
722,2024-12-22,2024,Q4,12,December,2024-12,FY2024-25,Q3
723,2024-12-23,2024,Q4,12,December,2024-12,FY2024-25,Q3
724,2024-12-24,2024,Q4,12,December,2024-12,FY2024-25,Q3
725,2024-12-25,2024,Q4,12,December,2024-12,FY2024-25,Q3
726,2024-12-26,2024,Q4,12,December,2024-12,FY2024-25,Q3
727,2024-12-27,2024,Q4,12,December,2024-12,FY2024-25,Q3
728,2024-12-28,2024,Q4,12,December,2024-12,FY2024-25,Q3
729,2024-12-29,2024,Q4,12,December,2024-12,FY2024-25,Q3
730,2024-12-30,2024,Q4,12,December,2024-12,FY2024-25,Q3
731,2024-12-31,2024,Q4,12,December,2024-12,FY2024-25,Q3
732,2025-01-01,2025,Q1,1,January,2025-01,FY2024-25,Q4
733,2025-01-02,2025,Q1,1,January,2025-01,FY2024-25,Q4
734,2025-01-03,2025,Q1,1,January,2025-01,FY2024-25,Q4
735,2025-01-04,2025,Q1,1,January,2025-01,FY2024-25,Q4
736,2025-01-05,2025,Q1,1,January,2025-01,FY2024-25,Q4
737,2025-01-06,2025,Q1,1,January,2025-01,FY2024-25,Q4
738,2025-01-07,2025,Q1,1,January,2025-01,FY2024-25,Q4
739,2025-01-08,2025,Q1,1,January,2025-01,FY2024-25,Q4
740,2025-01-09,2025,Q1,1,January,2025-01,FY2024-25,Q4
741,2025-01-10,2025,Q1,1,January,2025-01,FY2024-25,Q4
742,2025-01-11,2025,Q1,1,January,2025-01,FY2024-25,Q4
743,2025-01-12,2025,Q1,1,January,2025-01,FY2024-25,Q4
744,2025-01-13,2025,Q1,1,January,2025-01,FY2024-25,Q4
745,2025-01-14,2025,Q1,1,January,2025-01,FY2024-25,Q4
746,2025-01-15,2025,Q1,1,January,2025-01,FY2024-25,Q4
747,2025-01-16,2025,Q1,1,January,2025-01,FY2024-25,Q4
748,2025-01-17,2025,Q1,1,January,2025-01,FY2024-25,Q4
749,2025-01-18,2025,Q1,1,January,2025-01,FY2024-25,Q4
750,2025-01-19,2025,Q1,1,January,2025-01,FY2024-25,Q4
751,2025-01-20,2025,Q1,1,January,2025-01,FY2024-25,Q4
752,2025-01-21,2025,Q1,1,January,2025-01,FY2024-25,Q4
753,2025-01-22,2025,Q1,1,January,2025-01,FY2024-25,Q4
754,2025-01-23,2025,Q1,1,January,2025-01,FY2024-25,Q4
755,2025-01-24,2025,Q1,1,January,2025-01,FY2024-25,Q4
756,2025-01-25,2025,Q1,1,January,2025-01,FY2024-25,Q4
757,2025-01-26,2025,Q1,1,January,2025-01,FY2024-25,Q4
758,2025-01-27,2025,Q1,1,January,2025-01,FY2024-25,Q4
759,2025-01-28,2025,Q1,1,January,2025-01,FY2024-25,Q4
760,2025-01-29,2025,Q1,1,January,2025-01,FY2024-25,Q4
761,2025-01-30,2025,Q1,1,January,2025-01,FY2024-25,Q4
762,2025-01-31,2025,Q1,1,January,2025-01,FY2024-25,Q4
763,2025-02-01,2025,Q1,2,February,2025-02,FY2024-25,Q4
764,2025-02-02,2025,Q1,2,February,2025-02,FY2024-25,Q4
765,2025-02-03,2025,Q1,2,February,2025-02,FY2024-25,Q4
766,2025-02-04,2025,Q1,2,February,2025-02,FY2024-25,Q4
767,2025-02-05,2025,Q1,2,February,2025-02,FY2024-25,Q4
768,2025-02-06,2025,Q1,2,February,2025-02,FY2024-25,Q4
769,2025-02-07,2025,Q1,2,February,2025-02,FY2024-25,Q4
770,2025-02-08,2025,Q1,2,February,2025-02,FY2024-25,Q4
771,2025-02-09,2025,Q1,2,February,2025-02,FY2024-25,Q4
772,2025-02-10,2025,Q1,2,February,2025-02,FY2024-25,Q4
